Agency,Account,State,Recipient,Project, Amount ,Requested by,Requested by 2
Department of Health & Human Services,Health Resources and Services Administration, PA,Wyoming County Healthcare Center, facilities and equipment to support a new pharmacy,"$543,000 ",McCormick,
Department of Health & Human Services,Health Resources and Services Administration, LA,Xavier University, facilities and equipment for construction and renovation for Xavier University Medical School,"$4,000,000 ",Cassidy,
Department of Health & Human Services,Health Resources and Services Administration, ME,York Hospital, equipment for electronic medical records software upgrades,"$5,000,000 ",Collins, King
Department of Health & Human Services,Health Resources and Services Administration, OH,YWCA of Van Wert County, facilities and equipment for construction of Community Care Clinic,"$1,000,000 ",Husted,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, WI,4th Dimension Sobriety, behavioral health services including peer support services training,"$400,000 ",Baldwin,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, NJ,AAPI Montclair Inc., mental health services,"$250,000 ",Booker, Kim
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, AK,Alaska Eating Disorders Alliance, behavioral health services to address eating disorders,"$250,000 ",Murkowski,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, NM,Albuquerque, mental health and substance use disorder services,"$1,135,000 ",Heinrich, Luja´n
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, RI,Amos House, mental and behavioral health services,"$540,000 ",Reed, Whitehouse
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, IL,Ann & Robert H. Lurie Children’s Hospital of Chicago, mental health and trauma services for pediatric patients,"$1,000,000 ",Durbin,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, AZ,Arizona Governor’s Office of Youth Faith and Family, a suicide prevention program for veterans,"$575,000 ",Gallego, Kelly
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, NY,Asian American Institute for Research and Engagement, mental health services,"$150,000 ",Schumer,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, CA,Barstow Community College District, a rural mental health program,"$750,000 ",Padilla, Schiff
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, DE,Beautiful Gate Outreach Center, mental health services for those living with chronic conditions,"$250,000 ",Blunt Rochester,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, NJ,Big Brothers Big Sisters of Coastal & Northern New Jersey Inc, promote mental health through a mentorship program,"$250,000 ",Kim,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, WI,Boys & Girls Club Fox Valley Inc, mental health programming for children and youth,"$1,000,000 ",Baldwin,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, VA,Bradley Free Clinic, mental and behavioral health services,"$167,000 ",Kaine, Warner
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, DE,Brandywine Counseling & Community Services Inc, mobile behavioral and mental health services,"$895,000 ",Blunt Rochester, Coons
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, MI,Calhoun County Community Mental Health Authority, community-based mental health services through crisis centers,"$750,000 ",Peters, Slotkin
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, NV,Carson City School District, mental health services,"$301,000 ",Cortez Masto, Rosen
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, AK,Catholic Social Services, establish a substance use treatment program for individuals experiencing homelessness,"$1,000,000 ",Murkowski,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, CT,Child Health and Development Institute of Connecticut Inc, a substance use prevention and education program,"$371,000 ",Blumenthal, Murphy
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, RI,Children’s Friend and Service, mental health services,"$430,000 ",Whitehouse,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, CA,City of Long Beach, a community crisis response program,"$1,490,000 ",Padilla,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, MA,City of Lynn, a crisis response team,"$500,000 ",Markey, Warren
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, OR,City of Portland, a mobile medication program to prevent drug overdoses,"$1,500,000 ",Merkley, Wyden
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, CO,Colorado Meth Project Inc., substance use prevention programming for youth,"$518,000 ",Bennet, Hickenlooper
